id_client,type_client,secteur_activite,taille_entreprise,statut_juridique,annee_creation,anciennete_relation_ifc,score_risque_pays,diversification_geographique,exposure_externe,pays_implantation,region,ville,zone_urbaine_rurale,indice_developpement_local,accessibilite_infrastructure,risque_climatique_local,risque_securitaire,dynamisme_economique_local,distance_centre_economique,exposition_risque_naturel,distance_hub_logistique,indice_conflit_local,chiffre_affaires,croissance_ca,stabilite_revenus,diversification_revenus,ratio_revenus_ifs,marge_brute,marge_operationnelle,ebitda,resultat_net,roe,roa,marge_net_operating,total_actifs,total_passifs,ratio_endettement,ratio_autonomie_financiere,levier_financier,ratio_liquidite_generale,ratio_liquidite_immediate,fonds_roulement,BFR,tresorerie_nette,liquidite_immediate_ajustee,encours_dette,service_dette,DSCR,capacite_endettement,maturite_dette,montant_moyen_transaction,frequence_transactions,revenus_recurrents,charges_recurrentes,solde_moyen,volatilite_solde,incidents_paiement,retards_paiement,nb_incidents,duree_relation_banque,utilisation_decouvert,taux_transactions_digitales,score_maturite_digitale,adoption_mobile_banking,score_innovation,risque_sectoriel,cyclicite_secteur,concurrence_marche,exposition_choc_eco,type_intervention_ifc,exposition_ifc,part_ifc_dans_financement,categorie_esg_ifc,impact_environnemental,gestion_risques_env,plan_reduction_carbone,impact_social,respect_normes_travail,inclusion_genre,taux_femmes_cadres,politique_sante_securite,qualite_management,transparence_financiere,structure_conseil,risque_corruption,code_ethique,score_gouvernance_ifc,stabilite_pays,croissance_pays,inflation,taux_change_risque,volatilite_devise,croissance_local,probabilite_defaut,perte_en_cas_defaut,exposition_defaut,score_credit,classe_risque
907,PPP,Sante,TPE,SAS,2008,12,0.22,10,0.3,Ghana,Ouest,Porto-Novo,Urbain,0.76,0.9,0.58,0.2,0.45,41,0.45,115,0.19,5930112,0.15,0.55,4,0.32,0.01,0.11,431690,361063,-0.13,0.13,0.16,13351000,2934109,2.86,0.77,4.66,0.9,1.97,468668,473978,475889,55165,1688919,95348,1.26,0.18,6,8777,54,43206,73736,84045,0.58,0,1,1,2,0.4,0.53,0.24,0.66,0.16,0.36,0.05,0.13,0.43,Equity,3835444,0.13,A,0.28,0.31,0,0.16,0.65,0.22,0.39,0.51,0.08,0.46,0.5,0.6,1,0.61,0.58,0.034,0.086,0.05,0.15,0.03,0.61,0.61,2413310,0.5660000000000001,Moyen
908,Secteur_public,Agriculture,Grande,Public,1995,5,0.41,13,0.44,Indonesia,Nord,Belgrade,Rural,0.82,0.18,0.13,0.42,0.72,89,0.26,52,0.25,9309053,0.1,0.71,4,0.27,0.2,0.34,1637328,489682,0.05,-0.02,0.25,1553624,1777386,2.79,0.15,4.83,1.49,1.86,474579,32042,311555,402492,2469134,136536,2.48,0.58,6,4124,11,19906,29749,221596,0.14,1,0,0,16,0.13,0.5,0.51,0.63,0.87,0.15,0.51,0.23,0.06,Pret,2002876,0.65,B,0.51,0.2,0,0.02,0.24,0.12,0.48,0.28,0.69,0.28,0.19,0.2,0,0.16,0.06,0.01,0.068,0.19,0.12,0.02,0.33,0.38,4474544,0.44700000000000006,Moyen
909,PPP,Tech,PME,Public,2014,16,0.14,10,0.22,Romania,Sud,Hanoi,Urbain,0.47,0.32,0.28,0.4,0.67,23,0.08,159,0.4,5380471,-0.02,0.78,9,0.24,0.3,0.11,368322,29896,0.05,-0.01,0.12,16469800,6754646,2.24,0.99,4.06,1.92,1.69,429297,162047,536228,24148,2245552,493697,0.84,0.1,4,8078,63,81318,64973,345931,0.43,1,0,1,11,0.14,0.18,0.46,0.96,0.77,0.17,0.1,0.06,0.12,PPP,4105806,0.2,FI,0.4,0.16,1,0.16,0.12,0.01,0.37,0.39,0.58,0.14,0.17,0.33,1,0.16,0.3,-0.016,0.096,0.35,0.31,0.03,0.39,0.48,2306510,0.507,Moyen
910,Entreprise,Tech,Grande,SAS,2010,3,0.25,4,0.5,Colombia,Est,Manila,Rural,0.57,0.88,0.41,0.29,0.64,50,0.41,199,0.08,4017089,0.01,0.02,7,0.58,0.75,0.44,192935,126302,0.12,-0.06,0.16,7392981,12377991,0.58,0.7,3.09,2.13,1.52,365726,130246,772929,419016,1558274,410997,1.67,0.38,6,507,25,9954,50894,192021,0.76,1,0,1,11,0.62,0.29,0.37,0.27,0.37,0.34,0.39,0.13,0.36,PPP,2560467,0.17,A,0.4,0.43,1,0.2,0.45,0.45,0.35,0.52,0.3,0.25,0.28,0.53,1,0.57,0.34,-0.019,0.03,0.02,0.29,0.01,0.06,0.46,1502777,0.254,Faible
911,Secteur_public,Agriculture,Grande,SA,1983,7,0.35,10,0.04,Côte d’Ivoire,Sud,Nairobi,Rural,0.21,0.27,0.15,0.17,0.83,74,0.41,36,0.18,9603042,-0.08,0.81,7,0.49,0.11,0.36,1153541,428190,0.1,0.11,0.12,7311213,8307910,2.01,0.55,2.55,2.04,0.54,147531,235490,601333,474712,4178450,466498,1.19,0.9,3,8058,44,80369,29716,195772,0.59,1,3,5,12,0.15,0.73,0.18,0.68,0.22,0.52,0.23,0.41,0.13,Equity,3364105,0.44,A,0.28,0.56,0,0.43,0.1,0.28,0.03,0.32,0.23,0.13,0.53,0.5,1,0.14,0.16,0.024,0.04,0.38,0.55,0.06,0.01,0.66,1970288,0.375,Faible
912,Entreprise,Finance,TPE,SAS,2016,16,0.38,3,0.43,Pakistan,Sud,Bogota,Urbain,0.53,0.55,0.3,0.38,0.7,87,0.19,24,0.52,8113217,-0.04,0.52,9,0.31,0.21,0.09,1310822,169658,0.15,-0.01,0.18,5637382,7710766,2.46,0.47,1.17,0.91,0.52,57258,209523,898721,268675,4187928,191792,2.17,0.27,2,8266,7,39053,79025,425243,0.81,0,2,3,7,0.33,0.64,0.73,0.62,0.66,0.67,0.23,0.39,0.49,PPP,3125761,0.18,FI,0.11,0.58,0,0.06,0.34,0.25,0.58,0.57,0.21,0.07,0.13,0.35,0,0.3,0.56,0.047,0.031,0.17,0.26,0.02,0.45,0.78,689298,0.599,Moyen
913,Institution_financiere,Agriculture,TPE,SAS,1996,2,0.11,6,0.24,Côte d’Ivoire,Ouest,Bogota,Urbain,0.45,0.52,0.44,0.12,0.56,33,0.32,166,0.47,8304673,0.06,0.31,9,0.56,0.28,0.33,401269,756433,0.22,0.09,0.37,7448756,9502718,2.96,0.65,2.97,1.41,0.99,148997,393796,857485,393711,505479,221060,2.22,0.37,1,6860,37,8146,43376,221146,0.43,1,1,2,18,0.2,0.51,0.36,0.7,0.46,0.4,0.21,0.46,0.16,Pret,2991331,0.33,FI,0.32,0.26,1,0.38,0.27,0.53,0.26,0.54,0.52,0.14,0.25,0.52,0,0.07,0.21,0.03,0.029,0.1,0.24,0.01,0.38,0.54,4367094,0.538,Moyen
914,Projet_SPV,Education,Grande,Public,2018,16,0.44,3,0.26,Serbia,Est,Belgrade,Urbain,0.28,0.39,0.31,0.52,0.66,43,0.09,99,0.24,6435895,-0.06,0.07,5,0.06,0.17,0.25,1948012,381267,-0.18,0.06,0.08,14697979,1486555,1.64,0.79,3.31,2.12,1.13,279622,471569,208102,364457,1534303,225066,1.52,0.31,3,5167,41,20869,66345,404119,0.76,1,2,1,12,0.27,0.61,0.24,0.6,0.24,0.32,0.61,0.23,0.2,Equity,430190,0.04,C,0.04,0.17,0,0.65,0.69,0.28,0.36,0.55,0.37,0.43,0.38,0.27,1,0.21,0.42,0.017,0.083,0.32,0.42,0.01,0.29,0.6,1453922,0.483,Moyen
915,PPP,Education,PME,SAS,2005,8,0.45,11,0.21,Uzbekistan,Sud,Cairo,Rural,0.85,0.45,0.12,0.37,0.44,83,0.5,68,0.69,8523445,0.05,0.04,1,0.14,0.18,0.36,1014175,719547,0.17,0.2,0.18,10409069,6181585,1.77,0.12,4.68,1.62,0.81,427099,142870,903613,440041,3339110,254546,1.34,0.41,4,9460,99,19495,70607,295833,0.15,1,0,1,7,0.15,0.41,0.59,0.67,0.57,0.61,0.37,0.27,0.06,PPP,4079680,0.34,B,0.47,0.06,0,0.39,0.6,0.41,0.18,0.18,0.12,0.41,0.03,0.08,0,0.54,0.24,0.024,0.059,0.23,0.06,0.04,0.49,0.47,2368254,0.478,Moyen
916,Projet_SPV,Industrie,PME,SA,2018,1,0.41,9,0.12,Pakistan,Est,Kyiv,Urbain,0.5,0.67,0.16,0.61,0.63,55,0.27,2,0.39,921292,0.12,0.63,2,0.13,0.11,0.42,1736128,442128,-0.17,0.18,0.51,12190146,8322494,2.95,0.66,3.06,2.08,1.12,99300,105531,748813,372248,7047,255977,2.44,0.91,3,9027,40,5372,97675,441199,0.12,1,1,1,7,0.12,0.71,0.16,0.39,0.67,0.07,0.23,0.31,0.05,Equity,1449243,0.2,C,0.38,0.23,0,0.29,0.61,0.24,0.73,0.43,0.22,0.23,0.18,0.25,0,0.23,0.16,0.034,0.03,0.51,0.34,0.02,0.32,0.33,4948141,0.41300000000000003,Moyen
917,Entreprise,Tech,TPE,SAS,2020,12,0.21,3,0.11,Mexico,Nord,Abuja,Urbain,0.56,0.31,0.31,0.24,0.69,51,0.51,99,0.04,601056,0.07,0.84,8,0.27,0.37,0.23,1520175,927177,0.2,0.02,0.17,18530118,8511397,2.54,0.92,4.27,2.21,0.96,259487,19603,470279,301986,2273524,284545,1.86,0.12,7,6101,9,66752,20661,387098,0.28,1,1,1,18,0.19,0.51,0.31,0.74,0.63,0.53,0.22,0.39,0.31,Equity,2408208,0.16,A,0.15,0.61,1,0.15,0.06,0.51,0.22,0.15,0.59,0.5,0.24,0.4,0,0.62,0.62,0.017,0.071,0.22,0.19,0.02,0.19,0.28,1746938,0.255,Faible
918,PPP,Finance,PME,SA,1983,19,0.52,2,0.09,Egypt,Ouest,Cairo,Rural,0.45,0.36,0.32,0.23,0.69,98,0.19,82,0.3,791500,-0.09,0.49,6,0.19,0.34,0.16,1960315,967801,0.2,0.14,0.49,10968903,946071,0.21,0.27,2.08,1.3,1.23,103438,494164,790971,53040,2142624,164284,1.86,0.07,2,9866,51,96705,27566,7829,0.88,0,0,4,17,0.51,0.42,0.35,0.5,0.63,0.27,0.18,0.46,0.57,Pret,1150317,0.33,C,0.22,0.65,1,0.22,0.26,0.23,0.22,0.37,0.33,0.53,0.38,0.11,1,0.22,0.37,0.038,0.062,0.09,0.35,0.05,0.33,0.25,693834,0.396,Faible
919,Projet_SPV,Finance,Grande,SA,2009,1,0.11,8,0.37,Brazil,Est,Porto-Novo,Rural,0.65,0.72,0.33,0.32,0.06,37,0.62,194,0.63,4897991,0.05,0.36,8,0.05,0.32,0.17,36852,759681,-0.1,0.02,0.7,8628321,4129543,2.89,0.77,2.67,1.16,1.05,201030,211543,-36201,346197,2556141,436018,2.47,0.06,2,1893,73,46451,35450,478040,0.46,0,0,0,9,0.17,0.7,0.47,0.87,0.95,0.55,0.41,0.16,0.17,Equity,1178075,0.31,B,0.06,0.19,1,0.12,0.2,0.17,0.19,0.31,0.43,0.48,0.25,0.24,1,0.05,0.37,0.007,0.033,0.23,0.39,0.0,0.13,0.64,3599673,0.447,Moyen
920,Secteur_public,Sante,TPE,Public,2009,19,0.5,6,0.2,Turkey,Est,Cairo,Urbain,0.42,0.41,0.64,0.53,0.53,63,0.21,91,0.14,4853729,0.21,0.37,3,0.54,0.08,0.41,1165343,766750,-0.1,-0.02,0.46,12406762,2868063,0.74,0.11,4.58,1.65,0.43,434958,461575,-41192,125715,4561342,196372,2.05,0.98,6,8725,65,4726,25411,435445,0.34,0,0,0,11,0.38,0.17,0.55,0.19,0.38,0.19,0.17,0.53,0.18,Equity,4611739,0.14,A,0.36,0.32,1,0.13,0.08,0.09,0.04,0.51,0.48,0.36,0.19,0.24,0,0.37,0.32,-0.01,0.042,0.44,0.37,0.05,0.19,0.78,758345,0.45499999999999996,Moyen
921,Fonds,Sante,Grande,SARL,2001,10,0.05,8,0.21,Nigeria,Ouest,Rabat,Urbain,0.64,0.75,0.48,0.33,0.98,67,0.25,57,0.18,6402109,0.19,0.26,3,0.56,0.67,0.5,1068346,25246,-0.16,-0.1,0.11,4779948,10480199,2.56,0.9,3.74,1.62,1.06,78481,413250,478932,213222,125603,411404,0.87,0.77,7,5798,90,98896,13260,152597,0.47,1,0,4,10,0.59,0.68,0.64,0.96,0.9,0.45,0.47,0.23,0.2,PPP,296147,0.17,A,0.2,0.07,1,0.16,0.34,0.01,0.22,0.15,0.31,0.19,0.14,0.2,0,0.06,0.44,0.073,0.039,0.31,0.15,0.02,0.18,0.51,3606316,0.431,Moyen
922,Entreprise,Agriculture,TPE,SARL,1990,14,0.54,13,0.2,Romania,Nord,Porto-Novo,Rural,0.29,0.42,0.05,0.32,0.15,45,0.61,63,0.5,1714418,0.02,0.67,6,0.52,0.21,0.34,581750,483718,-0.08,0.12,0.71,5504771,14783976,1.17,0.04,4.61,2.78,1.06,37020,284453,-63580,295186,2442837,328168,0.77,0.7,8,4812,64,39209,33394,264313,0.47,0,0,2,18,0.24,0.79,0.22,0.56,0.51,0.04,0.11,0.18,0.06,PPP,3091793,0.37,FI,0.52,0.23,0,0.32,0.22,0.27,0.2,0.32,0.59,0.24,0.11,0.09,0,0.09,0.11,0.037,-0.006,0.25,0.34,0.05,0.08,0.89,563776,0.489,Moyen
923,Projet_SPV,Finance,TPE,Public,1981,10,0.07,7,0.47,Indonesia,Est,Sofia,Rural,0.79,0.54,0.16,0.17,0.65,71,0.08,104,0.28,8205307,0.0,0.57,4,0.36,0.32,0.28,302205,141660,0.05,-0.02,0.31,12479378,2527954,0.46,0.01,0.7,2.8,0.13,122443,27969,704435,109489,215335,145659,1.14,0.75,9,4295,92,92447,30411,403997,0.52,1,0,1,13,0.28,0.48,0.41,0.43,0.81,0.12,0.31,0.15,0.36,Equity,3844006,0.35,FI,0.23,0.62,1,0.24,0.39,0.3,0.52,0.63,0.24,0.22,0.29,0.54,1,0.18,0.35,0.003,0.058,0.43,0.22,0.04,0.49,0.56,3001836,0.5770000000000001,Moyen
924,Entreprise,Agriculture,TPE,SAS,1991,2,0.13,3,0.02,China,Ouest,Taskhkent,Rural,0.53,0.93,0.31,0.3,0.59,49,0.22,71,0.13,2797206,0.13,0.35,4,0.32,0.31,0.4,892263,595454,-0.01,0.04,0.54,13064493,7008045,2.57,0.38,1.02,1.15,0.52,336437,69018,591711,141409,1186883,407189,1.42,0.13,5,2834,88,25211,89285,381367,0.33,0,0,2,17,0.26,0.54,0.58,0.46,0.59,0.41,0.5,0.52,0.33,PPP,519291,0.4,C,0.59,0.35,0,0.12,0.82,0.4,0.35,0.39,0.16,0.38,0.42,0.45,0,0.06,0.02,0.028,0.031,0.26,0.36,0.07,0.54,0.74,358698,0.6799999999999999,Moyen
925,Entreprise,Agriculture,TPE,Public,2009,2,0.26,8,0.34,Bulgaria,Sud,Dhaka,Urbain,0.69,0.18,0.28,0.35,0.72,1,0.31,41,0.19,3155290,0.01,0.28,4,0.23,0.29,0.03,48653,690823,-0.09,-0.05,0.39,14721781,13968577,0.07,0.53,1.45,0.65,1.2,91344,485301,240303,493978,768695,79897,1.17,0.32,8,6894,55,16259,71651,473065,0.37,1,0,2,9,0.28,0.55,0.47,0.37,0.24,0.2,0.21,0.28,0.15,Pret,4852590,0.24,C,0.54,0.16,0,0.51,0.09,0.29,0.45,0.24,0.31,0.17,0.5,0.44,0,0.49,0.37,0.072,0.034,0.74,0.38,0.02,0.28,0.6,3826290,0.42200000000000004,Moyen
926,PPP,Sante,PME,SA,2015,11,0.36,10,0.08,Bulgaria,Ouest,Mexico City,Urbain,0.56,0.26,0.07,0.43,0.86,54,0.19,95,0.18,2149465,-0.1,0.44,2,0.24,0.17,0.6,443684,219817,0.11,-0.08,0.16,5757659,1509372,1.75,0.45,4.17,2.19,0.84,111940,32661,851677,120963,22375,493625,1.09,0.39,6,5514,36,35383,50840,297807,0.78,0,1,4,13,0.2,0.42,0.53,0.8,0.56,0.24,0.32,0.29,0.55,Pret,1339278,0.27,FI,0.27,0.31,1,0.38,0.22,0.31,0.49,0.07,0.17,0.24,0.05,0.28,1,0.08,0.55,0.035,0.063,0.22,0.14,0.05,0.57,0.87,4983003,0.7300000000000001,Eleve
927,PPP,Tech,Grande,SARL,1997,4,0.17,1,0.24,Chile,Sud,Yamoussoukro,Rural,0.38,0.33,0.17,0.35,0.28,36,0.37,105,0.16,9310385,0.1,0.46,7,0.12,0.62,0.11,1010864,720161,0.06,0.12,0.08,12165316,2885121,0.7,0.18,1.97,0.57,1.6,189945,-17388,-32260,257585,3502748,439331,0.65,0.46,7,7313,65,37284,3143,387497,0.76,1,0,0,6,0.3,0.26,0.91,0.45,0.44,0.49,0.37,0.2,0.1,PPP,855109,0.36,B,0.73,0.39,0,0.26,0.16,0.28,0.74,0.08,0.27,0.08,0.32,0.16,0,0.21,0.07,0.013,0.02,0.16,0.26,0.04,0.36,0.52,2920693,0.494,Moyen
928,Fonds,Agriculture,Grande,Public,2005,19,0.08,1,0.14,Mexico,Est,Manila,Rural,0.79,0.47,0.43,0.38,0.56,65,0.2,7,0.36,9052839,-0.03,0.42,5,0.19,0.09,0.17,483530,877447,-0.14,-0.01,0.38,19489918,477218,0.53,0.8,0.09,1.69,0.12,360845,211592,714499,480713,4186130,173292,1.79,0.07,1,4002,81,84265,40839,120958,0.8,1,1,0,9,0.49,0.44,0.41,0.12,0.35,0.15,0.16,0.28,0.27,Equity,4225391,0.17,FI,0.11,0.22,1,0.83,0.13,0.33,0.21,0.42,0.08,0.11,0.3,0.57,1,0.46,0.04,0.012,0.053,0.66,0.31,0.02,0.55,0.76,4441805,0.611,Moyen
929,Secteur_public,Infrastructure,Grande,SAS,1986,6,0.03,13,0.46,Benin,Est,Lima,Rural,0.51,0.21,0.05,0.44,0.28,41,0.27,57,0.54,3968923,0.01,0.34,5,0.42,0.33,0.22,97099,406,-0.04,-0.02,0.43,12238391,2523308,1.64,0.7,1.47,2.05,0.25,389924,169569,375983,172505,1409675,80374,0.55,0.31,6,138,76,99072,35681,233030,0.26,1,1,0,10,0.52,0.46,0.39,0.53,0.36,0.23,0.42,0.54,0.36,PPP,472360,0.14,C,0.14,0.22,0,0.31,0.22,0.12,0.15,0.18,0.33,0.64,0.13,0.15,0,0.15,0.15,0.059,0.054,0.31,0.64,0.04,0.19,0.63,3527185,0.45400000000000007,Moyen
930,Entreprise,Tech,TPE,Public,1980,6,0.33,13,0.06,Romania,Est,Santiago,Urbain,0.54,0.73,0.04,0.06,0.6,94,0.13,173,0.8,4955352,0.05,0.54,7,0.23,0.63,0.07,1009066,115442,0.27,-0.02,0.22,6692581,8262100,2.74,0.88,0.53,0.95,1.96,-3699,-32145,-3434,239925,3000481,476995,1.79,0.32,8,4847,38,79174,25848,438352,0.26,1,1,1,8,0.31,0.41,0.8,0.76,0.4,0.35,0.3,0.1,0.1,PPP,4314699,0.16,B,0.1,0.34,1,0.1,0.23,0.31,0.16,0.27,0.11,0.02,0.51,0.54,0,0.29,0.74,0.02,0.049,0.47,0.33,0.07,0.42,0.32,2169407,0.44799999999999995,Moyen
931,Projet_SPV,Finance,PME,SARL,2005,12,0.25,10,0.14,Serbia,Nord,Astana,Urbain,0.6,0.82,0.38,0.38,0.56,50,0.53,126,0.25,9030077,-0.01,0.44,5,0.25,0.22,0.16,1207684,947364,0.14,-0.07,0.26,18742611,1059952,2.89,0.02,3.79,1.23,1.26,267271,8696,732220,336765,1328084,323295,0.84,0.8,5,9959,93,37865,35760,293480,0.78,1,1,4,5,0.68,0.34,0.28,0.76,0.42,0.25,0.52,0.07,0.32,Equity,3602775,0.29,A,0.23,0.32,1,0.27,0.57,0.28,0.36,0.01,0.25,0.22,0.26,0.28,1,0.24,0.21,-0.006,0.06,0.25,0.52,0.05,0.29,0.47,4812424,0.438,Moyen
932,Institution_financiere,Finance,Grande,Public,2002,8,0.77,13,0.38,South Africa,Nord,Beijing,Urbain,0.65,0.68,0.04,0.26,0.12,96,0.29,93,0.42,7805783,0.12,0.57,1,0.06,0.29,0.08,1319596,557716,0.28,-0.09,0.44,1989959,6957072,0.43,0.34,1.58,2.97,1.21,468985,51306,560509,104152,4528192,267938,2.69,0.32,9,4438,14,86605,98540,239368,0.66,1,2,2,12,0.2,0.31,0.24,0.6,0.42,0.1,0.08,0.25,0.21,PPP,2757674,0.31,B,0.51,0.46,0,0.1,0.71,0.47,0.46,0.06,0.27,0.34,0.03,0.24,1,0.1,0.15,0.038,-0.005,0.28,0.5,0.03,0.38,0.28,1517346,0.45400000000000007,Moyen
933,Entreprise,Agriculture,PME,Public,2005,12,0.17,8,0.3,South Africa,Sud,Astana,Urbain,0.79,0.6,0.5,0.22,0.57,49,0.1,121,0.34,3519332,0.12,0.73,2,0.31,0.35,0.21,688243,568049,0.03,-0.04,0.47,1998278,4302703,2.26,0.2,3.34,1.01,1.53,60034,353344,771077,65558,4534167,254754,1.48,0.6,3,5609,99,96993,18405,159325,0.39,0,0,3,4,0.37,0.48,0.6,0.72,0.48,0.17,0.04,0.45,0.23,Pret,2653633,0.25,FI,0.66,0.37,0,0.38,0.33,0.57,0.4,0.18,0.3,0.18,0.19,0.15,0,0.46,0.27,0.032,0.029,0.47,0.02,0.03,0.07,0.39,3960182,0.26,Faible
934,Entreprise,Tech,TPE,SARL,1985,11,0.44,13,0.39,South Africa,Ouest,Beijing,Rural,0.53,0.94,0.3,0.45,0.64,83,0.39,136,0.24,5334047,0.12,0.25,5,0.41,0.15,0.25,651271,87875,-0.19,0.14,0.3,4265281,9561708,2.06,0.64,1.83,0.56,0.65,62745,-26477,-86464,201562,1350663,180748,2.43,0.48,3,7962,11,45327,79233,394793,0.43,1,0,3,9,0.29,0.49,0.16,0.82,0.75,0.24,0.29,0.42,0.23,Equity,3397917,0.11,A,0.27,0.41,1,0.45,0.41,0.1,0.19,0.27,0.24,0.22,0.62,0.29,1,0.49,0.15,0.017,0.089,0.68,0.47,0.08,0.28,0.26,1569316,0.32000000000000006,Faible
935,Fonds,Sante,Grande,SA,1985,12,0.17,9,0.38,Egypt,Sud,Brasilia,Rural,0.32,0.86,0.19,0.49,0.57,47,0.01,3,0.04,3496880,0.18,0.97,7,0.32,0.12,0.16,1514869,86334,0.2,0.19,0.49,18650824,512181,1.2,0.98,4.69,0.93,1.31,-40632,53847,872851,482131,1337782,358634,1.12,0.55,7,4786,82,39027,68986,283254,0.79,1,2,2,16,0.02,0.83,0.32,0.15,0.77,0.45,0.49,0.26,0.35,Equity,766055,0.37,FI,0.48,0.42,1,0.3,0.55,0.43,0.2,0.15,0.44,0.23,0.36,0.31,0,0.47,0.1,0.027,-0.008,0.28,0.39,0.04,0.21,0.38,3380218,0.32499999999999996,Faible
936,Secteur_public,Sante,PME,SA,1987,9,0.11,10,0.23,Benin,Ouest,Accra,Urbain,0.55,0.77,0.2,0.27,0.26,10,0.32,104,0.12,9156264,0.04,0.8,2,0.35,0.24,0.39,1854913,173394,-0.15,0.05,0.17,18292325,13325926,0.29,0.3,1.28,0.89,0.91,200383,58815,491303,134355,3040698,259507,2.98,0.02,9,4338,10,7392,60308,29131,0.73,1,0,2,15,0.59,0.38,0.59,0.3,0.41,0.22,0.28,0.32,0.45,Pret,3480226,0.15,FI,0.32,0.26,0,0.25,0.09,0.09,0.1,0.34,0.38,0.42,0.08,0.4,1,0.24,0.23,0.037,0.112,0.45,0.3,0.09,0.14,0.49,452173,0.369,Faible
937,Institution_financiere,Education,TPE,SARL,2003,0,0.16,6,0.36,Côte d’Ivoire,Est,Brasilia,Rural,0.78,0.93,0.38,0.3,0.29,44,0.24,160,0.23,1504834,-0.03,0.74,8,0.37,0.28,0.15,927919,489745,0.27,0.14,0.2,18918252,1867801,1.56,0.85,2.88,1.44,0.72,338398,261020,524549,163133,3584149,475372,1.64,0.78,6,9227,64,72367,46355,428171,0.94,0,1,2,11,0.55,0.32,0.71,0.25,0.14,0.11,0.11,0.06,0.31,Equity,4380394,0.09,A,0.28,0.34,0,0.08,0.23,0.36,0.22,0.12,0.22,0.19,0.43,0.32,0,0.12,0.42,0.006,0.026,0.06,0.44,0.02,0.2,0.35,1767702,0.381,Faible
938,PPP,Finance,PME,Public,2001,7,0.51,5,0.32,Bulgaria,Ouest,New Delhi,Rural,0.86,0.15,0.23,0.1,0.91,44,0.48,68,0.31,3153334,-0.05,0.71,5,0.51,0.51,0.13,1013821,968526,-0.05,-0.02,0.39,3508956,4552411,2.35,0.87,2.85,2.52,0.34,159290,224117,392851,241254,4566685,133975,2.21,0.27,6,3095,73,91711,77305,472002,0.55,1,4,3,7,0.23,0.7,0.25,0.37,0.83,0.16,0.32,0.19,0.48,Pret,4076248,0.36,C,0.16,0.41,0,0.24,0.29,0.24,0.29,0.13,0.46,0.12,0.32,0.32,1,0.21,0.28,0.039,0.041,0.51,0.36,0.03,0.32,0.3,1130477,0.40800000000000003,Moyen
939,PPP,Industrie,Grande,SARL,1998,15,0.15,2,0.41,Egypt,Nord,Pretoria,Urbain,0.61,0.17,0.25,0.2,0.38,97,0.27,138,0.48,8408970,-0.06,0.6,9,0.39,0.31,0.02,248747,422244,0.13,0.11,0.51,9834743,8356363,0.02,0.29,2.98,1.75,0.17,-2784,286343,362602,486516,2111266,453968,2.77,0.51,2,7133,9,16455,24169,341144,0.27,0,2,1,2,0.16,0.36,0.65,0.46,0.18,0.17,0.42,0.46,0.73,Pret,975897,0.23,C,0.37,0.53,1,0.19,0.33,0.44,0.18,0.21,0.34,0.18,0.07,0.28,1,0.18,0.44,0.007,0.061,0.18,0.56,0.04,0.31,0.4,3718937,0.43900000000000006,Moyen
940,Projet_SPV,Education,Grande,SA,2016,12,0.37,11,0.18,Philippines,Ouest,Porto-Novo,Rural,0.15,0.32,0.41,0.35,0.17,4,0.45,18,0.19,9543832,-0.1,0.39,6,0.07,0.44,0.25,1182658,891055,0.22,0.17,0.24,17937073,8555826,1.13,0.08,1.09,2.44,0.03,-18513,257465,169843,453768,4945601,195980,1.23,0.87,3,175,50,18660,85879,488376,0.5,1,1,1,14,0.03,0.32,0.67,0.7,0.85,0.51,0.49,0.09,0.3,Equity,2742381,0.69,B,0.2,0.11,0,0.53,0.32,0.47,0.32,0.26,0.3,0.19,0.19,0.53,1,0.27,0.49,-0.0,0.025,0.34,0.3,0.03,0.08,0.25,2765050,0.261,Faible
941,Institution_financiere,Sante,TPE,SAS,1997,2,0.25,9,0.09,Egypt,Ouest,Rabat,Urbain,0.88,0.1,0.56,0.11,0.29,64,0.3,83,0.13,3786163,-0.06,0.99,3,0.38,0.29,0.5,1722869,50057,0.03,0.09,0.37,8969963,4334872,0.22,0.87,1.62,2.83,0.6,420995,200742,469901,278901,2052578,344386,1.5,0.01,5,2227,93,27622,33180,364697,0.09,0,0,3,7,0.37,0.52,0.23,0.53,0.19,0.26,0.16,0.47,0.23,Equity,3184600,0.18,A,0.16,0.07,0,0.52,0.32,0.24,0.14,0.33,0.15,0.51,0.07,0.18,0,0.11,0.41,0.029,0.046,0.6,0.11,0.02,0.42,0.48,1569666,0.532,Moyen
942,PPP,Tech,TPE,Public,2010,2,0.1,6,0.28,Benin,Est,Taskhkent,Urbain,0.73,0.41,0.18,0.29,0.49,20,0.3,181,0.08,9973189,0.1,0.68,6,0.31,0.23,0.41,1553449,-6649,0.02,0.11,0.31,13900512,966554,0.17,0.8,1.05,0.63,0.03,212462,285135,-95085,169455,2460773,418832,2.14,0.4,2,8297,12,1300,1356,397071,0.73,0,1,3,2,0.26,0.64,0.44,0.77,0.79,0.45,0.42,0.04,0.1,Pret,1479234,0.21,FI,0.18,0.18,1,0.21,0.32,0.3,0.32,0.44,0.29,0.39,0.44,0.19,1,0.33,0.38,0.012,0.03,0.33,0.38,0.03,0.36,0.56,1623020,0.482,Moyen
